sale_id,sale_date,year,quarter,month,country,region,city,product_name,category,storage,color,unit_price_usd,discount_pct,units_sold,discounted_price_usd,revenue_usd,currency,fx_rate_to_usd,revenue_local_currency,sales_channel,payment_method,customer_segment,customer_age_group,previous_device_os,customer_rating,return_status
APPL-00002717,2024-09-16,2024,Q3,September,Egypt,Africa,Asyut,MagSafe Charger,Accessories,,White,41.98,5,1,39.88,39.88,EGP,30.9,1232.29,Third-Party Retailer,Apple Pay,Education,55+,,4.2,Kept
APPL-00005272,2024-10-19,2024,Q4,October,Kenya,Africa,Malindi,MacBook Air 13-inch (M2),Mac,256 GB SSD,Silver,1120.88,0,1,1120.88,1120.88,KES,129.0,144593.52,Carrier Store,Net Banking,Government,25–34,,4.4,Kept
APPL-00008627,2022-02-08,2022,Q1,February,South Africa,Africa,Durban,USB-C Woven Charge Cable,Accessories,,Black,29.59,7,3,27.52,82.56,ZAR,18.9,1560.38,Corporate / B2B,Gift Card,Government,35–44,,4.1,Kept
APPL-00005216,2022-07-25,2022,Q3,July,Kenya,Africa,Kitale,Magic Keyboard,Accessories,,White,96.02,3,1,93.14,93.14,KES,129.0,12015.06,Third-Party Retailer,Credit Card,Business,35–44,,4.6,Kept
APPL-00005353,2022-08-29,2022,Q3,August,Kenya,Africa,Nakuru,iPad Mini (6th Gen),iPad,2 TB,Purple,470.63,15,1,400.04,400.04,KES,129.0,51605.16,Apple Store,Cash,Individual,45–54,,,Kept
APPL-00008576,2022-02-05,2022,Q1,February,South Africa,Africa,Bloemfontein,iPhone 13 Pro,iPhone,64 GB,White Titanium,897.62,0,2,897.62,1795.24,ZAR,18.9,33930.04,Third-Party Retailer,Debit Card,Business,25–34,iOS 15,3.6,Kept
APPL-00006638,2024-01-01,2024,Q1,January,Nigeria,Africa,Port Harcourt,iPhone 14 Pro Max,iPhone,64 GB,Natural Titanium,933.23,3,1,905.23,905.23,NGN,1550.0,1403106.5,Apple Store,Net Banking,Government,45–54,iOS 17,3.2,Kept
APPL-00002754,2022-05-28,2022,Q2,May,Egypt,Africa,Giza,Apple Watch SE (2nd Gen),Apple Watch,,Yellow,243.84,15,4,207.26,829.04,EGP,30.9,25617.34,Authorized Reseller,Apple Pay,Education,35–44,,4.2,Returned
APPL-00008680,2022-02-06,2022,Q1,February,South Africa,Africa,Johannesburg,iPhone 14,iPhone,128 GB,Yellow,812.17,7,1,755.32,755.32,ZAR,18.9,14275.55,Apple Store,EMI / Installment,Education,25–34,Other,,Kept
APPL-00006529,2024-10-12,2024,Q4,October,Nigeria,Africa,Ilorin,iPad Pro 12.9-inch (M2),iPad,64 GB,Starlight,1162.2,7,1,1080.85,1080.85,NGN,1550.0,1675317.5,Corporate / B2B,Net Banking,Government,18–24,,4.0,Kept
APPL-00005280,2022-04-20,2022,Q2,April,Kenya,Africa,Mombasa,HomePod (2nd Gen),Accessories,,Black,280.19,0,1,280.19,280.19,KES,129.0,36144.51,Corporate / B2B,Debit Card,Education,18–24,,3.1,Returned
APPL-00002843,2023-07-09,2023,Q3,July,Egypt,Africa,Port Said,iPhone 14,iPhone,256 GB,Deep Purple,769.25,0,2,769.25,1538.5,EGP,30.9,47539.65,Online (Apple.com),Credit Card,Government,18–24,New User,3.5,Kept
APPL-00008618,2023-05-25,2023,Q2,May,South Africa,Africa,Cape Town,iPhone 14,iPhone,1 TB,Product Red,812.47,3,1,788.1,788.1,ZAR,18.9,14895.09,Third-Party Retailer,Cash,Business,45–54,Android,3.5,Kept
APPL-00005159,2022-06-10,2022,Q2,June,Kenya,Africa,Eldoret,iPhone 15 Pro,iPhone,64 GB,Black,1037.02,3,1,1005.91,1005.91,KES,129.0,129762.39,Carrier Store,Apple Pay,Business,55+,New User,4.9,Returned
APPL-00008745,2022-04-13,2022,Q2,April,South Africa,Africa,Pretoria,iPad Pro 11-inch (M2),iPad,2 TB,Starlight,759.93,3,1,737.13,737.13,ZAR,18.9,13931.76,Third-Party Retailer,Debit Card,Education,18–24,,3.2,Kept
APPL-00005345,2024-10-22,2024,Q4,October,Kenya,Africa,Nairobi,iPad (10th Generation),iPad,2 TB,Gold,419.85,5,1,398.86,398.86,KES,129.0,51452.94,Third-Party Retailer,Debit Card,Individual,55+,,,Kept
APPL-00002917,2024-10-02,2024,Q4,October,Egypt,Africa,Tanta,iPhone 14,iPhone,512 GB,Midnight,800.27,2,2,784.26,1568.52,EGP,30.9,48467.27,Authorized Reseller,Net Banking,Government,18–24,iOS 17,3.8,Kept
APPL-00002785,2022-04-20,2022,Q2,April,Egypt,Africa,Luxor,Apple Watch Series 8,Apple Watch,,Natural,304.33,0,2,304.33,608.66,EGP,30.9,18807.59,Corporate / B2B,Apple Pay,Education,25–34,,3.7,Kept
APPL-00002745,2024-06-25,2024,Q2,June,Egypt,Africa,Cairo,Mac mini (M2),Mac,1 TB SSD,Silver,620.71,0,1,620.71,620.71,EGP,30.9,19179.94,Online (Apple.com),Apple Pay,Government,18–24,,4.1,Kept
APPL-00002852,2024-07-04,2024,Q3,July,Egypt,Africa,Port Said,Apple Pencil (2nd Gen),Accessories,,White,124.1,0,2,124.1,248.2,EGP,30.9,7669.38,Carrier Store,Net Banking,Government,55+,,3.1,Kept
APPL-00002836,2022-08-09,2022,Q3,August,Egypt,Africa,Port Said,AirPods Max,AirPods,,Starlight,530.29,0,2,530.29,1060.58,EGP,30.9,32771.92,Third-Party Retailer,Debit Card,Individual,55+,,3.2,Kept
APPL-00002817,2024-01-27,2024,Q1,January,Egypt,Africa,Mansoura,Apple Watch Series 8,Apple Watch,,Yellow,297.97,15,1,253.27,253.27,EGP,30.9,7826.04,Carrier Store,Credit Card,Government,35–44,,,Kept
APPL-00008617,2023-03-16,2023,Q1,March,South Africa,Africa,Cape Town,iPhone 14,iPhone,256 GB,Deep Purple,817.06,0,1,817.06,817.06,ZAR,18.9,15442.43,Carrier Store,Apple Pay,Government,35–44,iOS 15,,Returned
APPL-00008594,2024-02-09,2024,Q1,February,South Africa,Africa,Bloemfontein,Magic Mouse,Accessories,,Silver,78.39,3,3,76.04,228.12,ZAR,18.9,4311.47,Online (Apple.com),EMI / Installment,Individual,55+,,4.2,Kept
APPL-00005215,2022-06-18,2022,Q2,June,Kenya,Africa,Kitale,iPad Pro 11-inch (M2),iPad,512 GB,Blue,798.01,5,1,758.11,758.11,KES,129.0,97796.19,Third-Party Retailer,Credit Card,Government,35–44,,3.4,Returned
APPL-00006466,2022-05-04,2022,Q2,May,Nigeria,Africa,Enugu,MacBook Pro 14-inch (M3),Mac,2 TB SSD,Midnight,1840.68,0,5,1840.68,9203.4,NGN,1550.0,14265270.0,Authorized Reseller,EMI / Installment,Education,25–34,,,Kept
APPL-00006628,2022-10-26,2022,Q4,October,Nigeria,Africa,Port Harcourt,iPhone 13 Mini,iPhone,256 GB,Green,599.37,15,4,509.46,2037.84,NGN,1550.0,3158652.0,Corporate / B2B,Credit Card,Education,55+,Android,3.5,Kept
APPL-00008665,2023-06-23,2023,Q2,June,South Africa,Africa,East London,iPhone 13 Pro,iPhone,1 TB,Natural Titanium,926.95,5,1,880.6,880.6,ZAR,18.9,16643.34,Online (Apple.com),Cash,Education,55+,Android,,Kept
APPL-00002741,2024-04-03,2024,Q2,April,Egypt,Africa,Cairo,AirPods (3rd Gen),AirPods,,Starlight,177.97,7,2,165.51,331.02,EGP,30.9,10228.52,Carrier Store,Net Banking,Education,25–34,,3.2,Kept
APPL-00002913,2023-11-27,2023,Q4,November,Egypt,Africa,Tanta,USB-C Woven Charge Cable,Accessories,,Space Gray,29.8,10,3,26.82,80.46,EGP,30.9,2486.21,Apple Store,Gift Card,Education,45–54,,4.3,Kept
APPL-00008628,2022-03-25,2022,Q1,March,South Africa,Africa,Durban,USB-C Woven Charge Cable,Accessories,,Black,26.9,0,1,26.9,26.9,ZAR,18.9,508.41,Authorized Reseller,Gift Card,Business,55+,,,Kept
APPL-00008762,2024-08-10,2024,Q3,August,South Africa,Africa,Pretoria,MagSafe Charger,Accessories,,Space Gray,37.56,0,1,37.56,37.56,ZAR,18.9,709.88,Third-Party Retailer,EMI / Installment,Individual,25–34,,,Kept
APPL-00002764,2024-01-15,2024,Q1,January,Egypt,Africa,Giza,iPhone 14 Pro Max,iPhone,512 GB,Deep Purple,945.2,3,1,916.84,916.84,EGP,30.9,28330.36,Carrier Store,Net Banking,Government,18–24,Android,4.3,Kept
APPL-00006626,2022-09-27,2022,Q3,September,Nigeria,Africa,Port Harcourt,iPad Pro 12.9-inch (M2),iPad,64 GB,Blue,1115.74,0,5,1115.74,5578.7,NGN,1550.0,8646985.0,Corporate / B2B,Credit Card,Business,45–54,,,Kept
APPL-00008586,2023-03-02,2023,Q1,March,South Africa,Africa,Bloemfontein,MacBook Pro 14-inch (M3),Mac,256 GB SSD,Starlight,2085.45,0,7,2085.45,14598.15,ZAR,18.9,275905.03,Apple Store,Cash,Business,25–34,,,Kept
APPL-00008641,2023-12-18,2023,Q4,December,South Africa,Africa,Durban,iPhone 15 Pro,iPhone,512 GB,Blue Titanium,997.71,7,1,927.87,927.87,ZAR,18.9,17536.74,Apple Store,Apple Pay,Business,45–54,iOS 15,5.0,Kept
APPL-00006450,2022-09-23,2022,Q3,September,Nigeria,Africa,Benin City,MacBook Air 15-inch (M2),Mac,256 GB SSD,Gold,1301.8,7,1,1210.67,1210.67,NGN,1550.0,1876538.5,Apple Store,Net Banking,Government,35–44,,4.1,Returned
APPL-00006594,2024-01-23,2024,Q1,January,Nigeria,Africa,Lagos,Apple Watch Ultra 2,Apple Watch,,Midnight,759.95,10,1,683.96,683.96,NGN,1550.0,1060138.0,Authorized Reseller,Net Banking,Individual,35–44,,4.4,Kept
APPL-00006521,2023-08-31,2023,Q3,August,Nigeria,Africa,Ilorin,Mac Pro (M2 Ultra),Mac,256 GB SSD,Gold,7220.46,10,1,6498.41,6498.41,NGN,1550.0,10072535.5,Authorized Reseller,Credit Card,Government,25–34,,3.2,Kept
APPL-00007932,2023-02-13,2023,Q1,February,Russia,Europe/Asia,Nizhny Novgorod,HomePod mini,Accessories,,Space Gray,106.3,10,1,95.67,95.67,RUB,91.5,8753.81,Third-Party Retailer,Net Banking,Individual,18–24,,,Kept
APPL-00010496,2024-07-07,2024,Q3,July,Turkey,Europe/Asia,Izmir,iPhone 14,iPhone,128 GB,Black Titanium,741.65,0,1,741.65,741.65,TRY,30.5,22620.33,Corporate / B2B,Cash,Individual,18–24,New User,4.1,Kept
APPL-00010476,2022-06-30,2022,Q2,June,Turkey,Europe/Asia,Izmir,iPad Mini (6th Gen),iPad,512 GB,Blue,496.85,15,1,422.32,422.32,TRY,30.5,12880.76,Apple Store,Gift Card,Individual,35–44,,4.7,Kept
APPL-00010359,2024-12-04,2024,Q4,December,Turkey,Europe/Asia,Ankara,Apple Watch SE (2nd Gen),Apple Watch,,Silver,250.1,10,1,225.09,225.09,TRY,30.5,6865.24,Authorized Reseller,Gift Card,Government,25–34,,,Kept
APPL-00010481,2023-01-14,2023,Q1,January,Turkey,Europe/Asia,Izmir,iPhone 14 Plus,iPhone,256 GB,Starlight,964.99,0,1,964.99,964.99,TRY,30.5,29432.19,Third-Party Retailer,Gift Card,Education,35–44,Other,,Kept
APPL-00008031,2022-05-16,2022,Q2,May,Russia,Europe/Asia,Samara,Apple Pencil (2nd Gen),Accessories,,White,132.04,0,1,132.04,132.04,RUB,91.5,12081.66,Corporate / B2B,Cash,Government,18–24,,3.4,Returned
APPL-00010350,2022-09-24,2022,Q3,September,Turkey,Europe/Asia,Ankara,Magic Trackpad,Accessories,,Space Gray,119.85,3,1,116.25,116.25,TRY,30.5,3545.62,Online (Apple.com),EMI / Installment,Education,18–24,,,Kept
APPL-00010457,2023-05-20,2023,Q2,May,Turkey,Europe/Asia,Istanbul,iPad Air (M1),iPad,512 GB,Space Gray,579.15,10,1,521.24,521.24,TRY,30.5,15897.82,Online (Apple.com),Gift Card,Government,45–54,,4.3,Kept
APPL-00007936,2023-10-21,2023,Q4,October,Russia,Europe/Asia,Nizhny Novgorod,MacBook Pro 16-inch (M3 Pro),Mac,512 GB SSD,Space Gray,2680.22,0,4,2680.22,10720.88,RUB,91.5,980960.52,Apple Store,EMI / Installment,Education,35–44,,4.5,Exchanged
APPL-00010524,2024-08-20,2024,Q3,August,Turkey,Europe/Asia,Kayseri,AirPods (2nd Gen),AirPods,,Starlight,128.5,0,2,128.5,257.0,TRY,30.5,7838.5,Carrier Store,Net Banking,Government,55+,,4.5,Kept
APPL-00007868,2022-08-25,2022,Q3,August,Russia,Europe/Asia,Chelyabinsk,HomePod (2nd Gen),Accessories,,Silver,319.97,7,5,297.57,1487.85,RUB,91.5,136138.27,Apple Store,EMI / Installment,Individual,25–34,,,Kept
APPL-00010363,2022-04-09,2022,Q2,April,Turkey,Europe/Asia,Antalya,iPhone 14 Pro,iPhone,256 GB,Midnight,955.21,15,2,811.93,1623.86,TRY,30.5,49527.73,Apple Store,Apple Pay,Education,35–44,iOS 16,4.0,Exchanged
APPL-00010515,2023-10-20,2023,Q4,October,Turkey,Europe/Asia,Kayseri,MacBook Pro 16-inch (M3 Pro),Mac,256 GB SSD,Midnight,2591.59,2,1,2539.76,2539.76,TRY,30.5,77462.68,Carrier Store,Debit Card,Individual,35–44,,4.2,Kept
APPL-00010380,2023-08-02,2023,Q3,August,Turkey,Europe/Asia,Antalya,Magic Keyboard,Accessories,,White,102.65,15,2,87.25,174.5,TRY,30.5,5322.25,Apple Store,EMI / Installment,Education,18–24,,4.5,Kept
APPL-00007889,2022-05-10,2022,Q2,May,Russia,Europe/Asia,Kazan,USB-C Woven Charge Cable,Accessories,,Silver,31.18,5,4,29.62,118.48,RUB,91.5,10840.92,Authorized Reseller,Net Banking,Individual,55+,,4.6,Kept
APPL-00007952,2023-01-06,2023,Q1,January,Russia,Europe/Asia,Novosibirsk,iPhone 13 Pro,iPhone,1 TB,Black,891.31,3,5,864.57,4322.85,RUB,91.5,395540.78,Carrier Store,EMI / Installment,Government,25–34,iOS 15,3.6,Kept
APPL-00007914,2023-07-14,2023,Q3,July,Russia,Europe/Asia,Moscow,iPad (10th Generation),iPad,512 GB,Space Gray,415.49,0,2,415.49,830.98,RUB,91.5,76034.67,Corporate / B2B,Cash,Education,35–44,,4.9,Kept
APPL-00010505,2022-04-26,2022,Q2,April,Turkey,Europe/Asia,Kayseri,MacBook Pro 14-inch (M3),Mac,1 TB SSD,Silver,2071.78,0,2,2071.78,4143.56,TRY,30.5,126378.58,Third-Party Retailer,Credit Card,Education,25–34,,,Kept
APPL-00007892,2022-08-22,2022,Q3,August,Russia,Europe/Asia,Kazan,AirPods (2nd Gen),AirPods,,Midnight,122.39,10,2,110.15,220.3,RUB,91.5,20157.45,Third-Party Retailer,Credit Card,Government,55+,,,Kept
APPL-00008062,2023-08-31,2023,Q3,August,Russia,Europe/Asia,Ufa,iPhone 15,iPhone,512 GB,Product Red,766.64,3,3,743.64,2230.92,RUB,91.5,204129.18,Authorized Reseller,EMI / Installment,Individual,35–44,iOS 17,3.2,Returned
APPL-00008039,2023-09-17,2023,Q3,September,Russia,Europe/Asia,Samara,iPhone 15,iPhone,64 GB,Product Red,765.42,7,1,711.84,711.84,RUB,91.5,65133.36,Online (Apple.com),Debit Card,Individual,25–34,Other,,Returned
APPL-00010547,2022-09-10,2022,Q3,September,Turkey,Europe/Asia,Mersin,Apple Watch SE (2nd Gen),Apple Watch,,Starlight,246.3,15,1,209.36,209.36,TRY,30.5,6385.48,Online (Apple.com),Net Banking,Business,45–54,,3.6,Kept
APPL-00007929,2022-12-10,2022,Q4,December,Russia,Europe/Asia,Nizhny Novgorod,USB-C Woven Charge Cable,Accessories,,Black,30.04,2,4,29.44,117.76,RUB,91.5,10775.04,Carrier Store,EMI / Installment,Business,18–24,,,Kept
APPL-00010343,2024-12-30,2024,Q4,December,Turkey,Europe/Asia,Adana,iPhone 13 Pro,iPhone,128 GB,Natural Titanium,969.21,0,2,969.21,1938.42,TRY,30.5,59121.81,Corporate / B2B,Debit Card,Government,25–34,iOS 17,3.0,Kept
APPL-00007963,2024-08-08,2024,Q3,August,Russia,Europe/Asia,Novosibirsk,Apple TV 4K (3rd Gen),Accessories,,White,120.4,0,1,120.4,120.4,RUB,91.5,11016.6,Online (Apple.com),Gift Card,Individual,18–24,,,Kept
APPL-00010556,2024-01-06,2024,Q1,January,Turkey,Europe/Asia,Mersin,Apple TV 4K (3rd Gen),Accessories,,Black,128.18,0,1,128.18,128.18,TRY,30.5,3909.49,Online (Apple.com),Apple Pay,Business,55+,,5.0,Kept
APPL-00010440,2024-07-23,2024,Q3,July,Turkey,Europe/Asia,Gaziantep,iPad Pro 11-inch (M2),iPad,64 GB,Silver,847.73,5,2,805.34,1610.68,TRY,30.5,49125.74,Authorized Reseller,Credit Card,Education,55+,,,Kept
APPL-00010403,2023-06-17,2023,Q2,June,Turkey,Europe/Asia,Bursa,HomePod mini,Accessories,,Black,92.56,0,4,92.56,370.24,TRY,30.5,11292.32,Third-Party Retailer,Debit Card,Individual,45–54,,4.5,Kept
APPL-00010383,2024-02-03,2024,Q1,February,Turkey,Europe/Asia,Antalya,AirPods Pro (2nd Gen),AirPods,,Sky,234.42,0,1,234.42,234.42,TRY,30.5,7149.81,Carrier Store,Cash,Education,18–24,,4.9,Kept
APPL-00007859,2022-01-11,2022,Q1,January,Russia,Europe/Asia,Chelyabinsk,Magic Trackpad,Accessories,,Silver,137.25,0,3,137.25,411.75,RUB,91.5,37675.12,Third-Party Retailer,Gift Card,Individual,18–24,,,Kept
APPL-00010473,2024-11-17,2024,Q4,November,Turkey,Europe/Asia,Istanbul,Magic Keyboard,Accessories,,Space Gray,102.19,3,5,99.12,495.6,TRY,30.5,15115.8,Authorized Reseller,Credit Card,Education,45–54,,4.1,Kept
APPL-00007870,2023-01-15,2023,Q1,January,Russia,Europe/Asia,Chelyabinsk,Apple Pencil (1st Gen),Accessories,,Silver,105.07,10,3,94.56,283.68,RUB,91.5,25956.72,Corporate / B2B,Credit Card,Government,25–34,,4.0,Kept
APPL-00010462,2023-08-18,2023,Q3,August,Turkey,Europe/Asia,Istanbul,Apple Pencil (2nd Gen),Accessories,,Space Gray,131.48,5,4,124.91,499.64,TRY,30.5,15239.02,Online (Apple.com),Apple Pay,Business,55+,,,Kept
APPL-00010512,2023-04-12,2023,Q2,April,Turkey,Europe/Asia,Kayseri,HomePod (2nd Gen),Accessories,,Silver,278.82,0,1,278.82,278.82,TRY,30.5,8504.01,Online (Apple.com),Net Banking,Education,35–44,,,Kept
APPL-00010459,2023-06-16,2023,Q2,June,Turkey,Europe/Asia,Istanbul,USB-C Woven Charge Cable,Accessories,,Black,27.12,7,5,25.22,126.1,TRY,30.5,3846.05,Authorized Reseller,Cash,Government,25–34,,3.2,Kept
APPL-00007976,2022-09-24,2022,Q3,September,Russia,Europe/Asia,Omsk,iPad Air (M1),iPad,128 GB,Starlight,578.71,10,1,520.84,520.84,RUB,91.5,47656.86,Corporate / B2B,Gift Card,Individual,18–24,,4.9,Returned
APPL-00010384,2024-03-01,2024,Q1,March,Turkey,Europe/Asia,Antalya,iPad (10th Generation),iPad,512 GB,Silver,428.12,10,3,385.31,1155.93,TRY,30.5,35255.87,Apple Store,Net Banking,Government,25–34,,,Exchanged
APPL-00008032,2022-07-08,2022,Q3,July,Russia,Europe/Asia,Samara,iPhone 14 Pro,iPhone,512 GB,Product Red,867.76,5,3,824.37,2473.11,RUB,91.5,226289.57,Authorized Reseller,Credit Card,Individual,55+,Other,3.9,Kept
APPL-00010553,2023-05-25,2023,Q2,May,Turkey,Europe/Asia,Mersin,iPhone 14 Plus,iPhone,512 GB,Product Red,945.04,7,1,878.89,878.89,TRY,30.5,26806.15,Apple Store,Net Banking,Education,35–44,iOS 16,4.6,Kept
APPL-00007877,2023-07-03,2023,Q3,July,Russia,Europe/Asia,Chelyabinsk,iPhone 15 Plus,iPhone,1 TB,Deep Purple,968.29,15,3,823.05,2469.15,RUB,91.5,225927.23,Authorized Reseller,EMI / Installment,Education,25–34,iOS 16,3.2,Returned
APPL-00010414,2022-03-23,2022,Q1,March,Turkey,Europe/Asia,Gaziantep,iPhone 15 Pro,iPhone,64 GB,Midnight,928.38,10,1,835.54,835.54,TRY,30.5,25483.97,Corporate / B2B,Apple Pay,Business,45–54,iOS 16,3.2,Kept
APPL-00008044,2024-05-28,2024,Q2,May,Russia,Europe/Asia,Samara,iPad Mini (6th Gen),iPad,2 TB,Blue,515.16,15,4,437.89,1751.56,RUB,91.5,160267.74,Carrier Store,Net Banking,Education,45–54,,,Exchanged
APPL-00007949,2022-04-02,2022,Q2,April,Russia,Europe/Asia,Novosibirsk,AirPods Pro (2nd Gen),AirPods,,White,256.25,3,2,248.56,497.12,RUB,91.5,45486.48,Authorized Reseller,Cash,Education,18–24,,3.4,Returned
APPL-00008079,2022-06-26,2022,Q2,June,Russia,Europe/Asia,Yekaterinburg,iPhone 14 Plus,iPhone,512 GB,Deep Purple,927.27,0,2,927.27,1854.54,RUB,91.5,169690.41,Authorized Reseller,Gift Card,Business,35–44,iOS 15,4.5,Kept
APPL-00007898,2023-08-29,2023,Q3,August,Russia,Europe/Asia,Kazan,HomePod (2nd Gen),Accessories,,Space Gray,297.75,0,6,297.75,1786.5,RUB,91.5,163464.75,Authorized Reseller,Cash,Individual,45–54,,3.3,Kept
APPL-00010405,2024-05-28,2024,Q2,May,Turkey,Europe/Asia,Bursa,iPhone 13 Pro,iPhone,64 GB,Silver,923.02,3,2,895.33,1790.66,TRY,30.5,54615.13,Carrier Store,Credit Card,Individual,25–34,Other,4.5,Exchanged
APPL-00010541,2022-01-25,2022,Q1,January,Turkey,Europe/Asia,Mersin,iPad Mini (6th Gen),iPad,1 TB,Blue,505.7,3,2,490.53,981.06,TRY,30.5,29922.33,Third-Party Retailer,EMI / Installment,Government,25–34,,3.7,Kept
APPL-00007935,2023-06-30,2023,Q2,June,Russia,Europe/Asia,Nizhny Novgorod,iPhone 13 Pro,iPhone,64 GB,Green,927.07,3,2,899.26,1798.52,RUB,91.5,164564.58,Apple Store,Apple Pay,Business,45–54,iOS 16,4.8,Kept
APPL-00008014,2024-02-12,2024,Q1,February,Russia,Europe/Asia,Saint Petersburg,iPhone 13 Pro Max,iPhone,128 GB,White Titanium,1018.23,0,2,1018.23,2036.46,RUB,91.5,186336.09,Third-Party Retailer,Gift Card,Education,18–24,iOS 17,4.9,Kept
APPL-00007922,2024-09-02,2024,Q3,September,Russia,Europe/Asia,Moscow,MagSafe Charger,Accessories,,Space Gray,40.7,0,2,40.7,81.4,RUB,91.5,7448.1,Carrier Store,Cash,Business,18–24,,,Kept
APPL-00010472,2024-09-30,2024,Q3,September,Turkey,Europe/Asia,Istanbul,Apple Watch Series 8,Apple Watch,,Product Red,289.28,3,2,280.6,561.2,TRY,30.5,17116.6,Third-Party Retailer,Net Banking,Business,55+,,4.1,Kept
APPL-00010422,2022-12-13,2022,Q4,December,Turkey,Europe/Asia,Gaziantep,iPhone 14 Plus,iPhone,256 GB,Yellow,931.44,10,1,838.3,838.3,TRY,30.5,25568.15,Carrier Store,EMI / Installment,Individual,18–24,Android,3.2,Kept
APPL-00010497,2024-07-25,2024,Q3,July,Turkey,Europe/Asia,Izmir,AirPods Pro (2nd Gen),AirPods,,Sky,246.0,0,1,246.0,246.0,TRY,30.5,7503.0,Corporate / B2B,Net Banking,Education,35–44,,3.5,Returned
APPL-00010516,2023-11-21,2023,Q4,November,Turkey,Europe/Asia,Kayseri,iPad Pro 11-inch (M2),iPad,1 TB,Space Gray,800.05,0,1,800.05,800.05,TRY,30.5,24401.52,Authorized Reseller,Apple Pay,Individual,35–44,,3.2,Kept
APPL-00010387,2024-07-15,2024,Q3,July,Turkey,Europe/Asia,Antalya,iPhone 14,iPhone,64 GB,Yellow,832.61,15,2,707.72,1415.44,TRY,30.5,43170.92,Carrier Store,EMI / Installment,Business,25–34,Android,4.7,Kept
APPL-00010348,2022-07-30,2022,Q3,July,Turkey,Europe/Asia,Ankara,MagSafe Charger,Accessories,,Space Gray,36.47,0,2,36.47,72.94,TRY,30.5,2224.67,Carrier Store,Gift Card,Individual,25–34,,3.8,Kept
APPL-00007941,2024-03-28,2024,Q1,March,Russia,Europe/Asia,Nizhny Novgorod,Apple Pencil (2nd Gen),Accessories,,Space Gray,131.45,7,2,122.25,244.5,RUB,91.5,22371.75,Authorized Reseller,Cash,Individual,18–24,,3.5,Kept
APPL-00007960,2024-02-03,2024,Q1,February,Russia,Europe/Asia,Novosibirsk,Apple TV 4K (3rd Gen),Accessories,,Black,129.14,0,4,129.14,516.56,RUB,91.5,47265.24,Carrier Store,Debit Card,Education,55+,,4.3,Kept
APPL-00010559,2024-03-16,2024,Q1,March,Turkey,Europe/Asia,Mersin,iPad Pro 12.9-inch (M2),iPad,128 GB,Starlight,1161.89,0,3,1161.89,3485.67,TRY,30.5,106312.93,Carrier Store,Debit Card,Individual,45–54,,4.3,Kept
APPL-00007972,2022-06-14,2022,Q2,June,Russia,Europe/Asia,Omsk,iPhone 14 Pro Max,iPhone,64 GB,Silver,1070.88,2,1,1049.46,1049.46,RUB,91.5,96025.59,Corporate / B2B,Debit Card,Government,35–44,iOS 17,,Kept
APPL-00010545,2022-07-07,2022,Q3,July,Turkey,Europe/Asia,Mersin,HomePod mini,Accessories,,White,97.52,2,2,95.57,191.14,TRY,30.5,5829.77,Carrier Store,Apple Pay,Individual,18–24,,4.7,Returned
APPL-00010335,2023-10-17,2023,Q4,October,Turkey,Europe/Asia,Adana,Apple TV 4K (3rd Gen),Accessories,,Black,132.84,0,1,132.84,132.84,TRY,30.5,4051.62,Online (Apple.com),Apple Pay,Education,55+,,,Kept
APPL-00010739,2022-01-16,2022,Q1,January,UAE,Middle East,Sharjah,USB-C Woven Charge Cable,Accessories,,White,30.86,5,1,29.32,29.32,AED,3.67,107.6,Third-Party Retailer,Debit Card,Business,45–54,,,Kept
APPL-00010581,2024-04-08,2024,Q2,April,UAE,Middle East,Abu Dhabi,Mac mini (M2),Mac,512 GB SSD,Starlight,628.09,0,1,628.09,628.09,AED,3.67,2305.09,Third-Party Retailer,EMI / Installment,Government,18–24,,4.9,Kept
APPL-00010750,2022-09-08,2022,Q3,September,UAE,Middle East,Sharjah,Mac mini (M2),Mac,1 TB SSD,Silver,646.47,2,1,633.54,633.54,AED,3.67,2325.09,Apple Store,EMI / Installment,Government,45–54,,4.7,Kept
APPL-00010767,2024-07-31,2024,Q3,July,UAE,Middle East,Sharjah,iPad Pro 11-inch (M2),iPad,128 GB,Space Gray,746.74,0,1,746.74,746.74,AED,3.67,2740.54,Online (Apple.com),Gift Card,Government,45–54,,5.0,Kept
APPL-00010683,2022-04-13,2022,Q2,April,UAE,Middle East,Fujairah,iPad (10th Generation),iPad,2 TB,Space Gray,434.97,15,2,369.72,739.44,AED,3.67,2713.74,Authorized Reseller,Debit Card,Government,55+,,4.0,Kept
APPL-00010784,2023-05-11,2023,Q2,May,UAE,Middle East,Umm Al Quwain,iPad Air (M1),iPad,64 GB,Purple,627.44,5,2,596.07,1192.14,AED,3.67,4375.15,Authorized Reseller,Gift Card,Business,25–34,,4.9,Kept
APPL-00008289,2024-08-23,2024,Q3,August,Saudi Arabia,Middle East,Riyadh,Apple Watch SE (2nd Gen),Apple Watch,,Starlight,234.56,5,2,222.83,445.66,SAR,3.75,1671.23,Carrier Store,Credit Card,Government,18–24,,4.1,Kept
APPL-00008321,2023-01-15,2023,Q1,January,Saudi Arabia,Middle East,Taif,iPad Pro 11-inch (M2),iPad,128 GB,Space Gray,774.76,5,1,736.02,736.02,SAR,3.75,2760.07,Authorized Reseller,Apple Pay,Government,25–34,,3.9,Kept
